customerid,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,age,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,statut_def,good_bad_flag
8a858f2f54e28d530155057d6c2129e1,Savings,3.3057267000000001,6.5250949,Stanbic IBTC,Permanent,36,301998380,5,2017-07-27,2017-07-27,10000,13000,30,,0,Good
8a858f2f54e28d530155075d38ad2d84,Savings,3.3245182999999998,6.6410666999999997,Access Bank,Permanent,32,301992103,2,2017-07-23,2017-07-23,10000,13000,30,,1,Good
8a858f2f54e28d5301550bb0765d5ee7,,,,,,,301998871,9,2017-07-27,2017-07-27,20000,24500,30,,0,Good
8a858f2f54e28d530155102a418b6307,,,,,,,301972624,9,2017-07-11,2017-07-11,30000,39000,60,,1,Bad
8a858f2f5af5d835015af5db88300242,,,,,,,301977812,5,2017-07-14,2017-07-14,10000,11500,15,,0,Bad
8a858f30551130db0155118e48f916fa,Other,7.4456734000000004,9.0158941000000006,GT Bank,Permanent,32,301970087,6,2017-07-09,2017-07-09,10000,13000,30,,0,Bad
8a858f30551130db015512599f923f5a,Other,3.2519197000000002,6.6947220999999999,Zenith Bank,Permanent,41,301974059,8,2017-07-12,2017-07-12,10000,11500,15,,0,Good
8a858f30551130db0155130b0d0652c4,Savings,5.8342299000000004,5.5502412000000003,Zenith Bank,Permanent,32,301996390,9,2017-07-26,2017-07-26,40000,48000,60,,0,Bad
8a858f30551130db01552563f6780605,Other,3.3494394000000001,6.6466940000000001,GT Bank,Permanent,35,301959913,11,2017-07-02,2017-07-02,30000,34500,30,,1,Good
8a858f30551130db01552650061e4aa6,Other,3.9690267000000001,7.3532833000000002,FCMB,Permanent,41,302004013,10,2017-07-30,2017-07-30,10000,12250,30,,0,Good
8a858f30551130db01552671554c51bc,Other,3.9147069000000001,7.8222984999999996,GT Bank,Self-Employed,42,301996413,5,2017-07-26,2017-07-26,10000,11500,15,,0,Good
8a858f30551130db0155267824a054c9,Other,4.2286897999999997,8.1223931,GT Bank,Permanent,50,301974225,5,2017-07-12,2017-07-12,10000,13000,30,,1,Good
8a858f305c8dd672015c91230d566c0e,,,,,,,301972680,2,2017-07-11,2017-07-11,10000,13000,30,,1,Good
8a858f305c8dd672015c9246679f1d31,,,,,,,301973512,2,2017-07-11,2017-07-11,10000,13000,30,,1,Good
8a858f305c8dd672015c92b0711a3333,Savings,3.3816771999999999,6.4559227000000003,Zenith Bank,Permanent,33,301978946,2,2017-07-15,2017-07-15,10000,11500,15,,1,Good
8a858f305c8dd672015c930f506d4b53,Savings,3.4896832999999998,6.6253299999999999,Keystone Bank,Permanent,46,301985475,2,2017-07-19,2017-07-19,10000,13000,30,,0,Bad
8a858f305c8dd672015c9665d0c0122b,,,,,,,301971918,2,2017-07-10,2017-07-10,10000,13000,30,8a858e935b496584015b4a2c3e973ad3,1,Bad
8a858f305c8dd672015c96fb28632be3,,,,,,,301970505,2,2017-07-09,2017-07-09,10000,13000,30,,1,Good
8a858f305c8dd672015c970cc60d3014,,,,,,,301986788,2,2017-07-20,2017-07-20,10000,13000,30,,1,Good
8a858f305c8dd672015c97fcd16d5846,Savings,7.3753219000000003,9.1461228999999999,First Bank,Permanent,32,301976425,2,2017-07-13,2017-07-13,10000,13000,30,,1,Good
8a858f305c8dd672015c9b7a60f96231,Savings,6.2261286,7.5655203000000002,UBA,Permanent,49,301996458,3,2017-07-26,2017-07-26,10000,13000,30,,1,Good
8a858f305c8dd672015c9ba6b0c50159,Savings,3.4924265999999999,6.6523415999999997,GT Bank,Permanent,34,301999884,2,2017-07-28,2017-07-28,10000,13000,30,,1,Good
8a858f305c8dd672015c9bc5e91c1812,Savings,3.3288000000000002,6.5085949999999997,Access Bank,Permanent,38,301971114,2,2017-07-10,2017-07-10,10000,11500,15,,1,Good
8a858f305cb1ec4e015cb2053de10706,Savings,3.3610145999999999,6.4382697999999996,First Bank,Permanent,36,301961607,2,2017-07-03,2017-07-03,10000,13000,30,,1,Bad
8a858f305cb1ec4e015cb215f0500a8d,Savings,7.42814,10.515526700000001,Access Bank,Permanent,30,301978868,2,2017-07-15,2017-07-15,10000,13000,30,8a858eda5c8863ff015c8b96e5fd74d0,1,Good
8a858f305cb1ec4e015cb5127be3452a,Savings,3.3557375999999999,6.6099753999999997,Diamond Bank,Permanent,29,301974982,2,2017-07-12,2017-07-12,10000,13000,30,,1,Good
8a858f305cb1ec4e015cbc9a5cf92a88,Savings,8.5050066999999991,7.7157783000000002,UBA,Permanent,35,301978177,2,2017-07-14,2017-07-14,10000,13000,30,8a858f225b3dc49e015b3ddbb4e81dee,1,Good
8a858f305cb1ec4e015cc06c3e78725c,,,,,,,302001838,2,2017-07-29,2017-07-29,10000,13000,30,,1,Bad
8a858f305cb1ec4e015cc4255d654475,Savings,5.6525556000000003,5.9189496999999998,First Bank,Permanent,30,301964990,2,2017-07-05,2017-07-05,10000,13000,30,,1,Good
8a858f3159f585d30159f9b058fc1e2f,Savings,3.3359283,6.6682167000000003,GT Bank,Permanent,37,301965993,6,2017-07-06,2017-07-06,20000,24500,30,,1,Bad
8a858f315bf749da015bf75e46bf0cf8,,,,,,,301969861,3,2017-07-09,2017-07-09,10000,13000,30,,1,Good
8a858f315ccb979d015ccee732d8064f,Savings,7.4164294000000002,8.9899646000000004,GT Bank,Permanent,39,301966839,2,2017-07-06,2017-07-06,10000,13000,30,,1,Good
8a858f315ccb979d015ccf4c25dd439c,Savings,3.3596271999999998,6.6679386999999997,Union Bank,Permanent,39,301988126,2,2017-07-20,2017-07-20,10000,13000,30,8a858e345c788b37015c792c68fd5717,0,Bad
8a858f315ccb979d015ccf98ddd4661f,,,,,,,301971434,2,2017-07-10,2017-07-10,10000,11500,15,,1,Good
8a858f315ccb979d015ccfdb46730c21,,,,,,,301968650,2,2017-07-07,2017-07-07,10000,13000,30,,1,Good
8a858f3355ae6a610155b576b37d7dbb,,,,,,,302003817,12,2017-07-30,2017-07-30,40000,44000,30,,1,Good
8a858f3355ae6a610155bb33f4d141b7,Other,3.3798539999999999,6.5328149,Diamond Bank,Self-Employed,41,301989418,5,2017-07-21,2017-07-21,20000,24500,30,,0,Good
8a858f3355ae6a610155c1daebe61b76,,,,,,,301959853,13,2017-07-02,2017-07-02,40000,44000,30,,1,Good
8a858f3355ae6a610155c900911f5030,Other,3.4899399999999998,6.4395690999999999,GT Bank,Self-Employed,47,301980008,3,2017-07-16,2017-07-16,10000,13000,30,,1,Good
8a858f335c8d9723015c8da0ed2b04bf,Savings,4.5695854999999996,8.4770547999999994,GT Bank,Permanent,36,301978661,3,2017-07-15,2017-07-15,10000,13000,30,,0,Bad
8a858f335c8d9723015c8e03c1123a8f,Savings,7.0049919999999997,4.9582331000000002,Zenith Bank,Permanent,45,302000194,2,2017-07-28,2017-07-28,10000,11500,15,,1,Good
8a858f335c8d9723015c92c676494cd9,Savings,3.4290828000000002,6.4517632999999996,GT Bank,Permanent,39,301994903,2,2017-07-25,2017-07-25,10000,11500,15,8a858f8f5bfd3cfa015bff332a9455b1,1,Good
8a858f335c8d9723015c936bc7116ea4,Savings,3.3910227000000002,6.7188235000000001,GT Bank,Permanent,40,301958967,2,2017-07-01,2017-07-01,10000,13000,30,8a858e785c8d9167015c9341c238485a,1,Good
8a858f335c8d9723015c93e33d5e77fe,Savings,7.4717770999999997,9.0296347000000008,Zenith Bank,Permanent,29,301996541,2,2017-07-26,2017-07-26,10000,13000,30,,0,Good
8a858f335c8d9723015c94812aa206d3,Savings,7.4768502000000003,9.0885414999999998,GT Bank,Permanent,34,301980061,3,2017-07-16,2017-07-16,10000,13000,30,8a858eba5c884d2a015c91faae80473d,1,Good
8a858f335c8d9723015c96e47eaf3ce7,Savings,3.3712252,6.4808354000000001,Skye Bank,Permanent,31,301975950,2,2017-07-13,2017-07-13,10000,13000,30,,0,Bad
8a858f335c8d9723015c9706f48f4116,,,,,,,301963757,3,2017-07-04,2017-07-04,10000,11500,15,,1,Good
8a858f335c8d9723015c98e602d911e2,,,,,,,301966977,2,2017-07-06,2017-07-06,10000,11500,15,8a858fd55c45ba15015c4ff456a202e9,1,Good
8a858f335c8d9723015c9afe6a2552cc,Savings,7.5520307000000004,8.9338388000000002,GT Bank,Permanent,39,302001480,2,2017-07-28,2017-07-28,10000,11000,15,,0,Good
8a858f335c8d9723015c9b0913845868,Savings,4.1026150000000001,12.4320167,FCMB,Permanent,36,302000580,2,2017-07-28,2017-07-28,10000,11500,15,,1,Good
8a858f335c8d9723015c9bc0a13037d0,Savings,3.9124778,7.421837,Skye Bank,Permanent,32,301989751,2,2017-07-21,2017-07-21,10000,13000,30,,1,Good
8a858f335c8d9723015c9cef3ef85af2,Savings,3.3221378000000001,6.6307105000000002,FCMB,Permanent,35,301970440,2,2017-07-09,2017-07-09,10000,13000,30,,1,Bad
8a858f335c8d9723015c9d6671a90a47,Savings,3.9813055999999998,6.6207149999999997,First Bank,Permanent,40,301964448,2,2017-07-05,2017-07-05,10000,13000,30,8a858f5b5bee1b11015bee3c86711191,1,Good
8a858f335c8d9723015c9de697d52c35,Savings,7.3578783000000003,8.9636849999999999,FCMB,Permanent,31,301990067,2,2017-07-21,2017-07-21,10000,11500,15,8a858e625c8d993a015c9bf9278c32f7,0,Bad
8a858f335cd0c78e015cd10d78b316c0,,,,,,,302001810,2,2017-07-29,2017-07-29,10000,11500,15,,1,Good
8a858f335cd0c78e015cd3f1dc417e7a,Savings,4.5736565999999996,8.4801604000000008,FCMB,Permanent,33,301997930,2,2017-07-26,2017-07-26,10000,13000,30,8a858ed95cc5bd6b015cc62436ae43be,1,Good
8a858f335cd0c78e015cd435d7192800,Savings,2.957738,6.5342121999999998,GT Bank,Permanent,41,301984674,2,2017-07-18,2017-07-18,10000,11500,15,,1,Good
8a858f335cea21f8015cea235c6500bf,Savings,3.3416397999999998,6.5188370000000004,Access Bank,Permanent,42,301997414,2,2017-07-26,2017-07-26,10000,13000,30,,1,Good
8a858f335cea21f8015ceda4e4cd5776,,,,,,,301977600,2,2017-07-14,2017-07-14,10000,13000,30,,1,Good
8a858f3455a0d8070155a10f5ce91063,Other,8.1213966000000006,7.1983138999999996,First Bank,Permanent,48,301998796,4,2017-07-27,2017-07-27,10000,11500,15,,0,Good
8a858f3455a0d8070155a1276c4e1799,,,,,,,301997767,9,2017-07-26,2017-07-26,20000,24500,30,,1,Good
8a858f3455a0d8070155a7d4ff5b3345,Other,3.9341358999999998,7.425694,First Bank,Permanent,48,301984987,3,2017-07-19,2017-07-19,10000,13000,30,,1,Good
8a858f3455a0d8070155a8735a113979,Other,7.0566240999999996,4.7701419999999999,GT Bank,Permanent,48,301975501,3,2017-07-13,2017-07-13,10000,13000,30,,0,Good
8a858f3455a0d8070155baddc1256a8b,Other,3.1960122000000002,6.4794736000000004,GT Bank,Self-Employed,27,301982663,2,2017-07-17,2017-07-17,10000,13000,30,,1,Good
8a858f3455a0d8070155c5d69e9600d4,Other,2.5535917000000001,6.3728667000000003,First Bank,Permanent,40,301973188,11,2017-07-11,2017-07-11,40000,44000,30,,1,Bad
8a858f3455a0d8070155c5fee7cc0a6d,,,,,,,302000058,2,2017-07-28,2017-07-28,10000,13000,30,,0,Bad
8a858f34588713c201588c59c04b04cd,,,,,,,301985940,9,2017-07-19,2017-07-19,20000,24500,30,,0,Good
8a858f345b1a6144015b1a747f610e68,,,,,,,301996895,2,2017-07-26,2017-07-26,10000,13000,30,,1,Good
8a858f345c1075d5015c10c9b9572768,,,,,,,301986721,3,2017-07-20,2017-07-20,10000,11500,15,,1,Good
8a858f345c1075d5015c10d553c82ba2,Savings,3.3670765,6.6852739999999997,UBA,Permanent,34,301965579,2,2017-07-05,2017-07-05,10000,11500,15,,0,Bad
8a858f345c172fb3015c17dbd31a2d7c,,,,,,,301987723,4,2017-07-20,2017-07-20,20000,22250,15,,1,Good
8a858f355ac88945015aca084ee050c2,,,,,,,301973607,6,2017-07-11,2017-07-11,30000,39000,60,,1,Good
8a858f365668e43901566e36f0ed06d3,Other,3.8745981,7.3224048000000002,Skye Bank,Self-Employed,27,302000081,6,2017-07-28,2017-07-28,10000,11500,15,,0,Good
8a858f365668e43901566e4968220ae7,Other,3.3085499999999999,6.4737257000000001,GT Bank,Self-Employed,40,301988368,2,2017-07-20,2017-07-20,10000,13000,30,,1,Good
8a858f365668e43901566fc8ed1c23e5,,,,,,,302001319,10,2017-07-28,2017-07-28,40000,48000,60,,1,Good
8a858f365668e439015672f9c5c80aa0,Other,6.7310808,6.2035340999999997,EcoBank,Permanent,48,302003279,2,2017-07-30,2017-07-30,10000,13000,30,,1,Good
8a858f365b2547f3015b25c392084b59,Savings,3.3620081000000002,6.5875133000000003,First Bank,Permanent,41,301983753,2,2017-07-18,2017-07-18,10000,11500,15,,1,Good
8a858f365b2547f3015b284597147c94,Savings,3.9768417999999999,7.4091288999999998,First Bank,Permanent,33,301995576,3,2017-07-25,2017-07-25,10000,11500,15,,0,Bad
8a858f365b2547f3015b2d7c3d736f1a,,,,,,,301962389,7,2017-07-04,2017-07-03,20000,23000,30,,1,Bad
8a858f365b2547f3015b2fa36f67322c,Savings,3.0180403,6.9172694000000003,Skye Bank,Permanent,48,301983622,8,2017-07-18,2017-07-18,30000,34500,30,,1,Good
8a858f365b2547f3015b2fab0f4f345b,,,,,,,302000935,9,2017-07-28,2017-07-28,30000,39000,60,,1,Good
8a858f365b2547f3015b30099a505307,,,,,,,301966160,4,2017-07-06,2017-07-06,20000,24500,30,,0,Good
8a858f365b2547f3015b30981af37cb7,Savings,3.2858263000000001,6.6103734999999997,Heritage Bank,Permanent,41,301989991,5,2017-07-21,2017-07-21,10000,13000,30,,0,Good
8a858f365b2547f3015b32c34eed3f93,Savings,3.0368301,7.0165898999999996,UBA,Permanent,37,301999509,3,2017-07-27,2017-07-27,10000,11500,15,,0,Good
8a858f365b2547f3015b32e1f8b753c7,Savings,3.4383189000000001,6.4383312999999998,First Bank,Permanent,35,301989343,3,2017-07-21,2017-07-21,10000,13000,30,,0,Bad
8a858f365c83961c015c83a6989c054c,Savings,8.5593749999999993,11.9926333,GT Bank,Permanent,40,301969576,2,2017-07-08,2017-07-08,10000,13000,30,,1,Bad
8a858f365c83961c015c86ca922b5ddc,,,,,,,301973301,2,2017-07-11,2017-07-11,10000,13000,30,8a858edd5c8348c4015c8452bc364cd7,0,Good
8a858f365c83961c015c8712fd380b89,Savings,3.3522734999999999,6.5090811999999998,First Bank,Permanent,38,301968101,2,2017-07-07,2017-07-07,10000,13000,30,,1,Good
8a858f365c83961c015c87a053cb5b39,Savings,7.2142242000000003,9.1103086999999991,EcoBank,Permanent,51,301966656,2,2017-07-06,2017-07-06,10000,13000,30,8a858e285aa8cfc1015aa8fd90951f5a,1,Good
8a858f365c83961c015c87be26386a2f,Savings,7.4529579999999997,9.0760612999999992,GT Bank,Permanent,34,301980123,2,2017-07-16,2017-07-16,10000,13000,30,,0,Bad
8a858f375b493337015b494169b00e07,,,,,,,301984602,5,2017-07-18,2017-07-18,20000,24500,30,,1,Good
8a858f375b493337015b4943d3aa1027,Savings,7.4216290000000003,9.1070125999999991,Access Bank,Unemployed,37,301975700,6,2017-07-13,2017-07-13,20000,22250,15,,1,Good
8a858f375b493337015b4960fac31fe7,Savings,3.3077250999999999,6.6024646999999996,GT Bank,Permanent,36,301987539,4,2017-07-20,2017-07-20,10000,13000,30,,0,Good
8a858f375b493337015b4a7a04286bac,,,,,,,301963198,3,2017-07-04,2017-07-04,10000,13000,30,,0,Good
8a858f375b493337015b4b25205578c3,Savings,3.3557939999999999,6.6136439999999999,GT Bank,Permanent,32,301971809,13,2017-07-10,2017-07-10,20000,22250,15,,1,Bad
8a858f375b493337015b4c804080216e,Savings,3.3311790000000001,6.6524865999999996,GT Bank,Permanent,32,301986245,5,2017-07-19,2017-07-19,20000,24000,30,,0,Good
8a858f375b493337015b4db76b0752cd,,,,,,,301972502,4,2017-07-11,2017-07-11,15000,18375,30,,1,Good
8a858f375b493337015b522f73813498,,,,,,,301970358,4,2017-07-09,2017-07-09,20000,22250,15,,0,Good
8a858f375b493337015b52c1cd713ff0,,,,,,,301982099,11,2017-07-17,2017-07-17,40000,44000,30,,1,Good
8a858f375b493337015b551f74831441,,,,,,,301965255,3,2017-07-05,2017-07-05,10000,13000,30,,0,Good
8a858f375b493337015b56fbe1c0738e,,,,,,,301968229,3,2017-07-07,2017-07-07,10000,13000,30,,1,Good
8a858f375cef1cbc015cef217cd302fe,,,,,,,301995442,2,2017-07-25,2017-07-25,10000,11500,15,8a858e195b90e512015b95ce3ef53c7a,1,Good
8a858f375cef1cbc015ceff67d505f59,,,,,,,302001119,2,2017-07-28,2017-07-28,10000,13000,30,,1,Good
8a858f375cef1cbc015cf034009e7436,,,,,,,301974543,2,2017-07-12,2017-07-12,10000,13000,30,,1,Good
8a858f375cef1cbc015cf34fec6427ad,Savings,7.3812018999999998,9.1691372999999992,Access Bank,Permanent,48,301977980,2,2017-07-14,2017-07-14,10000,11500,15,,1,Good
8a858f385b34d285015b34e6dbbb1309,,,,,,,301964795,9,2017-07-05,2017-07-05,30000,34500,30,,1,Good
8a858f385b34d285015b351d132b3ae8,Savings,7.065474,4.8583511000000001,Stanbic IBTC,Permanent,55,301985798,4,2017-07-19,2017-07-19,20000,24500,30,,1,Good
8a858f385b34d285015b352600354046,Savings,6.3190150000000003,4.9327642000000003,Zenith Bank,Permanent,40,301959319,4,2017-07-01,2017-07-01,20000,24500,30,,1,Good
8a858f385b34d285015b3852d40b417c,,,,,,,301972648,4,2017-07-11,2017-07-11,10000,11500,15,,0,Bad
8a858f3959f562330159f9002c242c83,,,,,,,301959184,6,2017-07-01,2017-07-01,20000,24500,30,,1,Good
8a858f395b3968f6015b3970a22f0ba7,Savings,7.5604399000000004,8.9250223000000002,GT Bank,Permanent,34,301972614,4,2017-07-11,2017-07-11,10000,13000,30,,0,Good
8a858f3a58a6d6720158b1b681871a59,Savings,5.1426208000000004,7.3046693999999999,GT Bank,Student,30,301983808,9,2017-07-18,2017-07-18,40000,48000,60,,1,Good
8a858f3a58b5b0fe0158b6ca51f756ce,Savings,6.2782536999999996,4.917465,UBA,Student,30,301978202,2,2017-07-14,2017-07-14,10000,13000,30,,0,Bad
8a858f3a58b5b0fe0158b6ca8db55766,Savings,3.2957298000000002,6.5302990000000003,First Bank,Permanent,37,301987275,9,2017-07-20,2017-07-20,10000,10750,15,,1,Good
8a858f3a5c10828d015c109746d20aee,Savings,5.7680040000000004,5.5590549999999999,Skye Bank,Permanent,52,301983781,2,2017-07-18,2017-07-18,10000,13000,30,,1,Good
8a858f3b59eed4f10159ef24ce33295f,,,,,,,301966913,4,2017-07-06,2017-07-06,20000,24500,30,,0,Good
8a858f3b59eed4f10159ef5f8a814a34,Savings,3.4545050000000002,6.7494917000000001,Access Bank,Permanent,46,301960507,5,2017-07-03,2017-07-03,20000,24500,30,,1,Good
8a858f3b5c1c5a08015c1d0f431230ad,,,,,,,301963461,3,2017-07-04,2017-07-04,10000,13000,30,,1,Bad
8a858f3b5c1c5a08015c1f69e3786a85,Savings,7.3312341999999999,9.1474740000000008,First Bank,Permanent,35,301958613,3,2017-07-01,2017-07-01,10000,13000,30,,1,Good
8a858f3c5a13bebf015a13ca0dfb0de8,Savings,3.3056888,6.6113084999999998,UBA,Permanent,48,301995430,7,2017-07-25,2017-07-25,30000,39000,60,,0,Good
8a858f3c5c16cadb015c171ebcfb30b6,,,,,,,301980966,4,2017-07-16,2017-07-16,20000,22250,15,,1,Good
8a858f3c5c16cadb015c177e274650b9,Savings,5.7936890999999999,5.5584987000000003,Zenith Bank,Permanent,46,301984048,2,2017-07-18,2017-07-18,10000,13000,30,,1,Good
8a858f3d5add42e2015ae06ea7645399,,,,,,,302001733,6,2017-07-29,2017-07-29,20000,24500,30,,1,Good
8a858f3d5add42e2015ae0ca6cb66b83,,,,,,,301998400,8,2017-07-27,2017-07-27,30000,34500,30,,1,Good
8a858f3d5add42e2015ae1446fbf7d56,,,,,,,301989632,5,2017-07-21,2017-07-21,20000,24500,30,,0,Bad
8a858f3d5add42e2015ae1a08bd806dc,Savings,3.2873318,6.6129002000000003,GT Bank,Permanent,32,301998669,7,2017-07-27,2017-07-27,30000,34500,30,,1,Bad
8a858f3d5add42e2015ae1afc0810894,,,,,,,301993609,6,2017-07-24,2017-07-24,20000,24500,30,,1,Good
8a858f3d5add42e2015ae9ab7c277132,Savings,7.3436199999999996,9.1514167000000004,Stanbic IBTC,Permanent,34,301989546,6,2017-07-21,2017-07-21,30000,34500,30,,1,Good
8a858f3d5bfc954e015bfca997410d79,Savings,3.2247591999999998,6.5513984000000001,GT Bank,Permanent,45,301974743,2,2017-07-12,2017-07-12,10000,13000,30,,1,Good
8a858f3d5bfc954e015bfcaf90e1114b,,,,,,,301961400,2,2017-07-03,2017-07-03,10000,13000,30,,1,Good
8a858f3d5bfc954e015bfcc137851d9d,,,,,,,301987308,5,2017-07-20,2017-07-20,20000,24500,30,8a8588dd54be35520154c9ffe1f03738,1,Good
8a858f3d5bfc954e015bfcd515222cca,Savings,7.5865188999999997,6.4728089000000004,EcoBank,Permanent,38,301969681,3,2017-07-08,2017-07-08,10000,13000,30,8a858fdf5bf85f71015bf90560683095,1,Good
8a858f3d5d18c7d7015d1991deb638b7,,,,,,,301996230,2,2017-07-26,2017-07-26,10000,11500,15,8a858ea85d0e7ed2015d12569c3647ac,1,Good
8a858f3e57e2cfcf0157e66df8327b91,Savings,7.5678900999999996,8.9892746999999993,Access Bank,Permanent,40,301972012,6,2017-07-10,2017-07-10,10000,11500,15,,0,Good
8a858f3e5885ffa301588dc197775826,Savings,7.3909433,9.2286166999999999,Keystone Bank,Permanent,41,301988235,12,2017-07-20,2017-07-20,40000,44000,30,,1,Bad
8a858f3e5885ffa301588ee171d761d8,Savings,3.3487798,6.6023192000000002,GT Bank,Permanent,36,301972431,8,2017-07-11,2017-07-11,10000,12250,30,,0,Good
8a858f3e5885ffa301589243e9177b67,,,,,,,301995121,2,2017-07-25,2017-07-25,10000,11500,15,,0,Bad
8a858f3e5885ffa30158928cad6501c6,Savings,3.4179770999999999,6.4411578,UBA,Permanent,34,301967789,10,2017-07-07,2017-07-07,20000,24500,30,,0,Good
8a858f3e589c406101589ef73f273508,Savings,7.5077680999999998,9.0505042000000007,Zenith Bank,Permanent,47,301996162,4,2017-07-26,2017-07-25,20000,24500,30,,0,Bad
8a858f3e589c406101589f9f803e439a,Savings,8.5381079,7.6802317000000002,Diamond Bank,Permanent,44,301967954,7,2017-07-07,2017-07-07,30000,34500,30,,1,Good
8a858f3e589c40610158a57d427715a6,Savings,3.8079132000000002,7.4001317999999996,GT Bank,Permanent,32,302001054,12,2017-07-28,2017-07-28,10000,10000,15,,1,Good
8a858f3e589c40610158aeb00ff65aaf,,,,,,,301999828,11,2017-07-28,2017-07-28,40000,44000,30,,1,Good
8a858f3e58b4ff1a0158bff6b8c5080a,,,,,,,301998499,2,2017-07-27,2017-07-27,10000,13000,30,,1,Bad
8a858f3f5c35c74a015c38ba4efc74cb,Savings,9.2874809000000003,7.1672982999999997,GT Bank,Permanent,37,302002387,5,2017-07-29,2017-07-29,20000,22250,15,,1,Good
8a858f40577642af01577a506291185a,,,,,,,301999805,3,2017-07-28,2017-07-28,10000,13000,30,,0,Bad
8a858f405b8a8635015b8a9315041536,Savings,4.5949083999999996,8.4410194999999995,GT Bank,Permanent,35,301973390,6,2017-07-11,2017-07-11,30000,34500,30,8a858ebb5adce699015adea5d5ae51b3,1,Good
8a858f405d13c45f015d13dd93ec0c1c,Savings,3.2905897999999998,6.6120747,EcoBank,Permanent,30,302000213,2,2017-07-28,2017-07-28,10000,13000,30,,1,Good
8a858f405d13c45f015d1407060e316e,,,,,,,301997774,2,2017-07-26,2017-07-26,10000,11500,15,8a858fc259da7a360159da9011bd0e86,1,Good
8a858f405d13c45f015d14c5b53c5668,,,,,,,301999924,2,2017-07-28,2017-07-28,10000,13000,30,,1,Good
8a858f405d13c45f015d1581fab05f1f,Savings,3.3526986000000001,6.5039629999999997,GT Bank,Permanent,38,301988661,2,2017-07-21,2017-07-21,10000,11500,15,,1,Good
8a858f415686c0ab0156893370741aa5,,,,,,,301988249,14,2017-07-20,2017-07-20,50000,52500,30,,1,Good
8a858f415686c0ab01568f15d70b1d85,Other,3.3135547999999999,6.5109991999999997,FCMB,Self-Employed,32,301963422,12,2017-07-04,2017-07-04,20000,21000,15,,1,Good
8a858f415686c0ab015691ea91d45900,,,,,,,301960124,10,2017-07-02,2017-07-02,30000,34500,30,,1,Good
8a858f415686c0ab0156929b0c541685,Other,5.2001920999999998,13.001157600000001,Diamond Bank,Permanent,32,301971433,5,2017-07-10,2017-07-10,20000,24500,30,,1,Good
8a858f415686c0ab0156931086435175,Other,3.1163452,6.4972694999999998,Diamond Bank,Permanent,43,301991618,6,2017-07-23,2017-07-23,30000,39000,60,,1,Good
8a858f415686c0ab0156932bc72861e0,,,,,,,301973569,10,2017-07-11,2017-07-11,40000,44000,30,,1,Good
8a858f4156939c3c015693a5a85504cb,,,,,,,301999036,3,2017-07-27,2017-07-27,20000,24500,30,,1,Good
8a858f4156939c3c0156947603fa4861,Savings,3.2813873999999998,6.4504378000000004,Stanbic IBTC,Self-Employed,39,301960779,2,2017-07-03,2017-07-03,10000,13000,30,,1,Good
8a858f4156939c3c01569d232cbd5024,Other,3.7129196000000002,6.6478714999999999,Zenith Bank,Self-Employed,45,301995224,2,2017-07-25,2017-07-25,10000,11500,15,,1,Good
8a858f4156939c3c01569eb58e93629a,,,,,,,301989247,9,2017-07-21,2017-07-21,10000,11500,15,,0,Good
8a858f4156939c3c0156a2957b34644c,Other,3.5488523000000001,6.6159755000000002,GT Bank,Permanent,34,302001639,9,2017-07-29,2017-07-29,30000,34500,30,,0,Good
8a858f4156939c3c0156b3061f4d69cf,Other,4.4819630000000004,8.7206776999999995,GT Bank,Self-Employed,40,301994252,9,2017-07-24,2017-07-24,40000,48000,60,,1,Good
8a858f415ba54724015ba58d8b2029cc,Savings,3.8708762000000001,7.3401106,GT Bank,Permanent,41,301993663,4,2017-07-24,2017-07-24,10000,13000,30,8a858fec5b5c994b015b5c9ababf013b,0,Bad
8a858f415ba54724015ba5a9cabc39a7,Savings,3.3848479999999999,6.5459505,First Bank,Permanent,32,301998654,3,2017-07-27,2017-07-27,10000,11500,15,,0,Good
8a858f415ba54724015ba8f78f4944a1,,,,,,,301980782,4,2017-07-16,2017-07-16,20000,24500,30,,1,Good
8a858f415ba54724015ba9263d3152ec,,,,,,,301990526,2,2017-07-22,2017-07-22,10000,11500,15,,1,Good
8a858f415ba54724015ba9b1afa11ea1,Savings,3.6336217,6.8334761000000004,UBA,Permanent,36,301993771,3,2017-07-24,2017-07-24,10000,11125,15,8a858f545ad7fa6f015adbe5c20e17bc,1,Good
8a858f415ba54724015baa6a28020272,Savings,3.3858720999999998,6.6154703000000001,Zenith Bank,Permanent,44,301980296,3,2017-07-16,2017-07-16,10000,13000,30,,1,Good
8a858f425b85835d015b85bfe40538db,Savings,3.9192159000000002,6.8344969999999998,Access Bank,Permanent,38,301966525,2,2017-07-06,2017-07-06,10000,13000,30,,1,Good
8a858f435aa9712e015aa9e8e9735ca6,,,,,,,301973344,8,2017-07-11,2017-07-11,30000,34500,30,,1,Good
8a858f435aa9712e015aaa0bc4f46db1,,,,,,,301961060,5,2017-07-03,2017-07-03,20000,24500,30,,1,Good
8a858f435b6795c5015b67a6af3910e1,,,,,,,301977273,3,2017-07-14,2017-07-14,10000,11500,15,,0,Bad
8a858f44578e3d460157964ab3ba7593,Other,3.3646622000000002,6.6430011000000002,GT Bank,Student,30,301968047,12,2017-07-07,2017-07-07,40000,44000,30,,1,Bad
